# Nigerian ICL ACM Stress Test - Call Injection Data
# Format: SEQUENTIAL
# Fields: caller_id;called_number;display_name;pai;scenario_type;call_duration
#
# Scenario Types:
#   LEGITIMATE_LOCAL - Normal local-to-local calls
#   LEGITIMATE_INTL  - Normal international incoming
#   CALL_MASKING     - International gateway with Nigerian CLI (FRAUD)
#   SIMBOX_PATTERN   - High-volume short calls from same CLI (FRAUD)
#   PORTED_NUMBER    - Calls involving ported numbers
#   PREMIUM_RATE     - Premium rate number calls
#
# ============================================================================
# LEGITIMATE LOCAL CALLS (MTN to MTN, Airtel to Glo, etc.)
# ============================================================================
2348031234567;2348051234568;John Doe;2348031234567;LEGITIMATE_LOCAL;45000
2348061234567;2348081234568;Jane Smith;2348061234567;LEGITIMATE_LOCAL;120000
2348101234567;2348121234568;Chidi Okonkwo;2348101234567;LEGITIMATE_LOCAL;30000
2348131234567;2348151234568;Amina Mohammed;2348131234567;LEGITIMATE_LOCAL;180000
2347031234567;2347081234568;Emeka Nwachukwu;2347031234567;LEGITIMATE_LOCAL;60000
2349011234567;2349051234568;Fatima Abubakar;2349011234567;LEGITIMATE_LOCAL;90000
2348171234567;2348181234568;Oluwaseun Adeyemi;2348171234567;LEGITIMATE_LOCAL;150000
2348051234567;2348091234568;Blessing Okoro;2348051234567;LEGITIMATE_LOCAL;75000
#
# ============================================================================
# LEGITIMATE INTERNATIONAL INCOMING (correct international CLI)
# ============================================================================
14155551234;2348031234567;US Caller;14155551234;LEGITIMATE_INTL;120000
442071234567;2348061234568;UK Caller;442071234567;LEGITIMATE_INTL;180000
861012345678;2348101234567;China Caller;861012345678;LEGITIMATE_INTL;90000
491711234567;2348151234568;Germany Caller;491711234567;LEGITIMATE_INTL;60000
33612345678;2348121234567;France Caller;33612345678;LEGITIMATE_INTL;45000
#
# ============================================================================
# CALL MASKING ATTEMPTS (International gateway using Nigerian CLI - FRAUD!)
# These should be detected and flagged/blocked
# ============================================================================
2348031111111;2348051234568;Masked Caller;2348031111111;CALL_MASKING;30000
2348062222222;2348081234568;Masked International;2348062222222;CALL_MASKING;45000
2348103333333;2348121234568;Spoofed CLI;2348103333333;CALL_MASKING;20000
2348134444444;2348151234568;Fake Nigerian;2348134444444;CALL_MASKING;15000
2347035555555;2347081234568;Bypass Attempt;2347035555555;CALL_MASKING;25000
#
# ============================================================================
# SIM-BOX PATTERNS (High volume, short duration, many destinations - FRAUD!)
# Same CLI calling many different numbers rapidly
# ============================================================================
2348039999999;2348051111111;SimBox1;2348039999999;SIMBOX_PATTERN;5000
2348039999999;2348052222222;SimBox1;2348039999999;SIMBOX_PATTERN;3000
2348039999999;2348053333333;SimBox1;2348039999999;SIMBOX_PATTERN;4000
2348039999999;2348054444444;SimBox1;2348039999999;SIMBOX_PATTERN;6000
2348039999999;2348055555555;SimBox1;2348039999999;SIMBOX_PATTERN;2000
2348039999999;2348056666666;SimBox1;2348039999999;SIMBOX_PATTERN;7000
2348039999999;2348057777777;SimBox1;2348039999999;SIMBOX_PATTERN;4500
2348039999999;2348058888888;SimBox1;2348039999999;SIMBOX_PATTERN;3500
2348068888888;2348061111111;SimBox2;2348068888888;SIMBOX_PATTERN;4000
2348068888888;2348062222222;SimBox2;2348068888888;SIMBOX_PATTERN;5500
2348068888888;2348063333333;SimBox2;2348068888888;SIMBOX_PATTERN;3000
2348068888888;2348064444444;SimBox2;2348068888888;SIMBOX_PATTERN;6500
2348068888888;2348065555555;SimBox2;2348068888888;SIMBOX_PATTERN;2500
#
# ============================================================================
# PORTED NUMBERS (MNP scenarios - should trigger MNP lookup)
# ============================================================================
2348037777777;2348051234567;Ported MTN to Airtel;2348037777777;PORTED_NUMBER;60000
2348067777777;2348081234567;Ported Airtel to Glo;2348067777777;PORTED_NUMBER;90000
2348057777777;2348121234567;Ported Glo to 9mobile;2348057777777;PORTED_NUMBER;45000
2348097777777;2348151234567;Ported 9mobile to MTN;2348097777777;PORTED_NUMBER;120000
#
# ============================================================================
# MIXED TRAFFIC (realistic distribution)
# ============================================================================
2348031234001;2348051234001;Mixed User 1;2348031234001;LEGITIMATE_LOCAL;85000
2348061234002;2348081234002;Mixed User 2;2348061234002;LEGITIMATE_LOCAL;45000
14085551234;2348101234003;US Business;14085551234;LEGITIMATE_INTL;150000
2348131234004;2348151234004;Mixed User 4;2348131234004;LEGITIMATE_LOCAL;30000
2348031234005;2348051234005;Masked 5;2348031234005;CALL_MASKING;20000
2347031234006;2347081234006;Mixed User 6;2347031234006;LEGITIMATE_LOCAL;110000
2349011234007;2349051234007;Mixed User 7;2349011234007;LEGITIMATE_LOCAL;65000
2348039999999;2348051234008;SimBox Call;2348039999999;SIMBOX_PATTERN;4000
442031234567;2348031234009;UK Incoming;442031234567;LEGITIMATE_INTL;180000
2348171234010;2348181234010;Mixed User 10;2348171234010;LEGITIMATE_LOCAL;55000
